offset,PCs In Normal Form,NEXTPc,Scale Degrees,file,Composer,Piece,Time Signature,Key,Mode,NEXTChord,PC1,SetClass,SetClassBigram,SDBigram
16,"[0, 4, 7]",x,"[0, 4, 7]",haydn.sq76-6.II,haydn,6-6.II,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
1,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
2,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
3,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
4,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
5,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
6,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
7,"[5, 9, 0]","[2, 5, 9]","[5, 9, 0]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",5,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[5, 9, 0]_[2, 5, 9]"
8,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
9,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
10,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
11,"[5, 9, 0]","[7, 11, 2]","[5, 9, 0]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",5,"[0, 4, 7]","[0, 4, 7]_2_[0, 4, 7]","[5, 9, 0]_[7, 11, 2]"
12,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
13,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
14,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
15,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
16,"[5, 9, 0]","[7, 11, 2]","[5, 9, 0]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",5,"[0, 4, 7]","[0, 4, 7]_2_[0, 4, 7]","[5, 9, 0]_[7, 11, 2]"
17,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
18,"[0, 4, 7]",x,"[0, 4, 7]",mzt.bsnconc,mzt,conc,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
1,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
2,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
3,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
4,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
5,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
6,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
7,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
8,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
9,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
10,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
11,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
12,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
13,"[0, 4, 7]",x,"[0, 4, 7]",mzt.ekn.II,mzt,n.II,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[0, 4, 7]_[9, 0, 4]"
0,"[9, 0, 4]","[5, 9, 0]","[9, 0, 4]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",9,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[9, 0, 4]_[5, 9, 0]"
1,"[5, 9, 0]","[7, 11, 2]","[5, 9, 0]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",5,"[0, 4, 7]","[0, 4, 7]_2_[0, 4, 7]","[5, 9, 0]_[7, 11, 2]"
2,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
3,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
4,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
5,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
6,"[0, 4, 7]",x,"[0, 4, 7]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
1,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
2,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
4,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
5,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
6,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
7,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
8,"[0, 4, 7]",x,"[0, 4, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
1,"[5, 9, 0]","[0, 4, 7]","[5, 9, 0]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",5,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[5, 9, 0]_[0, 4, 7]"
2,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[8, 0, 3]","[7, 11, 2]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",7,"[0, 4, 7]","[0, 4, 7]_1_[0, 4, 7]","[7, 11, 2]_[8, 0, 3]"
4,"[8, 0, 3]","[0, 4, 7]","[8, 0, 3]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",8,"[0, 4, 7]","[0, 4, 7]_4_[0, 4, 7]","[8, 0, 3]_[0, 4, 7]"
5,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
6,"[2, 5, 9]","[0, 4, 7]","[2, 5, 9]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",2,"[0, 3, 7]","[0, 3, 7]_10_[0, 4, 7]","[2, 5, 9]_[0, 4, 7]"
7,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
9,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
10,"[2, 5, 9]","[0, 4, 7]","[2, 5, 9]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",2,"[0, 3, 7]","[0, 3, 7]_10_[0, 4, 7]","[2, 5, 9]_[0, 4, 7]"
11,"[0, 4, 7]","[8, 0, 3]","[0, 4, 7]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 4, 7]","[0, 4, 7]_8_[0, 4, 7]","[0, 4, 7]_[8, 0, 3]"
12,"[8, 0, 3]","[9, 0, 4]","[8, 0, 3]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",8,"[0, 4, 7]","[0, 4, 7]_1_[0, 3, 7]","[8, 0, 3]_[9, 0, 4]"
13,"[9, 0, 4]","[5, 9, 0]","[9, 0, 4]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",9,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[9, 0, 4]_[5, 9, 0]"
14,"[5, 9, 0]","[6, 9, 0]","[5, 9, 0]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[6, 9, 0]",5,"[0, 4, 7]","[0, 4, 7]_1_[0, 3, 6]","[5, 9, 0]_[6, 9, 0]"
15,"[6, 9, 0]","[0, 4, 7]","[6, 9, 0]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",6,"[0, 3, 6]","[0, 3, 6]_6_[0, 4, 7]","[6, 9, 0]_[0, 4, 7]"
16,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
17,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
18,"[0, 4, 7]",x,"[0, 4, 7]",mzt.trio.I,mzt,io.I,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
1,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
2,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
3,"[0, 4, 7]",x,"[0, 4, 7]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
2,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
4,"[0, 4, 7]","[1, 4, 8]","[0, 4, 7]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",0,"[0, 4, 7]","[0, 4, 7]_1_[0, 3, 7]","[0, 4, 7]_[1, 4, 8]"
5,"[1, 4, 8]","[9, 0, 4]","[1, 4, 8]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",1,"[0, 3, 7]","[0, 3, 7]_8_[0, 3, 7]","[1, 4, 8]_[9, 0, 4]"
6,"[9, 0, 4]","[6, 9, 0]","[9, 0, 4]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[6, 9, 0]",9,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[9, 0, 4]_[6, 9, 0]"
7,"[6, 9, 0]","[7, 11, 2]","[6, 9, 0]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",6,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[6, 9, 0]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
9,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
10,"[2, 5, 9]","[7, 11, 2]","[2, 5, 9]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[2, 5, 9]_[7, 11, 2]"
11,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
12,"[0, 4, 7]","[11, 2, 5]","[0, 4, 7]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 4, 7]","[0, 4, 7]_11_[0, 3, 6]","[0, 4, 7]_[11, 2, 5]"
13,"[11, 2, 5]","[8, 0, 3]","[11, 2, 5]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",11,"[0, 3, 6]","[0, 3, 6]_9_[0, 4, 7]","[11, 2, 5]_[8, 0, 3]"
14,"[8, 0, 3]","[7, 11, 2]","[8, 0, 3]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",8,"[0, 4, 7]","[0, 4, 7]_11_[0, 4, 7]","[8, 0, 3]_[7, 11, 2]"
15,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
16,"[0, 4, 7]",x,"[0, 4, 7]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,x,0,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[0, 4, 7]_[0, 4, 7]"
0,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
1,"[5, 9, 0]","[11, 2, 5]","[5, 9, 0]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",5,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 6]","[5, 9, 0]_[11, 2, 5]"
2,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
3,"[0, 4, 7]","[7, 11, 2]","[0, 4, 7]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 4, 7]","[0, 4, 7]_7_[0, 4, 7]","[0, 4, 7]_[7, 11, 2]"
4,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
5,"[0, 4, 7]","[2, 5, 9]","[0, 4, 7]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",0,"[0, 4, 7]","[0, 4, 7]_2_[0, 3, 7]","[0, 4, 7]_[2, 5, 9]"
6,"[2, 5, 9]","[5, 9, 0]","[2, 5, 9]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",2,"[0, 3, 7]","[0, 3, 7]_3_[0, 4, 7]","[2, 5, 9]_[5, 9, 0]"
7,"[5, 9, 0]","[7, 11, 2]","[5, 9, 0]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",5,"[0, 4, 7]","[0, 4, 7]_2_[0, 4, 7]","[5, 9, 0]_[7, 11, 2]"
8,"[7, 11, 2]","[0, 4, 7]","[7, 11, 2]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[7, 11, 2]_[0, 4, 7]"
9,"[0, 4, 7]","[5, 9, 0]","[0, 4, 7]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[5, 9, 0]",0,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[0, 4, 7]_[5, 9, 0]"
10,"[5, 9, 0]","[2, 5, 9]","[5, 9, 0]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",5,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[5, 9, 0]_[2, 5, 9]"
11,"[2, 5, 9]","[2, 5, 9]","[2, 5, 9]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[2, 5, 9]",2,"[0, 3, 7]","[0, 3, 7]_0_[0, 3, 7]","[2, 5, 9]_[2, 5, 9]"
12,"[2, 5, 9]","[11, 2, 5]","[2, 5, 9]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",2,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[2, 5, 9]_[11, 2, 5]"
13,"[11, 2, 5]","[0, 4, 7]","[11, 2, 5]",schub.imp1,schub,b.imp1,"[4, 1, 0.5]",0,Major,"[0, 4, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[11, 2, 5]_[0, 4, 7]"
